article;author;ressort;release_date;comments;recensions;length
30950;15;1;20050324;1792;1574;1604
30951;1759;3;20050330;248;888;5844
30952;979;1;20050323;598;159;1825
30953;48;3;20050323;1937;1773;833
30954;4297;3;20050323;695;231;7798
30955;263;8;20050323;1023;1737;2361
30956;4299;3;20050323;1023;212;9301
30957;1372;3;20050323;487;310;3622
30958;41;3;20050323;102;295;5500
30959;41;3;20050323;481;796;8366
30960;1238;3;20050323;1846;716;16749
30961;15;3;20050323;1286;1465;875
30962;19;3;20050323;23;673;2902
30963;108;3;20050323;1450;1569;7654
30964;4300;3;20050323;1101;459;5092
30965;2364;3;20050323;586;1478;4771
30966;268;3;20050323;449;802;14684
30967;4301;3;20050323;10;1913;7997
30968;15;3;20050323;681;1656;3063
30969;15;3;20050323;1759;464;842
30970;22;3;20050323;303;363;5428
30971;15;3;20050323;996;470;1054
30972;15;3;20050323;276;661;1251
30973;15;3;20050323;1475;1013;732
30974;15;3;20050323;339;342;1153
30975;15;3;20050323;1083;756;826
30976;4259;3;20050330;270;1486;1638
30977;1759;3;20050330;1692;1843;5449
30978;2000;5;20050324;1611;435;1847
30979;4190;5;20050323;1940;819;1226
30980;2473;5;20050323;1254;689;13936
30981;80;5;20050323;373;592;2530
30982;1384;5;20050323;1215;1868;6800
30983;133;5;20050323;1419;973;6637
30984;4302;5;20050323;609;185;2321
30985;589;20;20050323;1383;1530;10145
30986;4303;5;20050323;1151;1578;9548
30987;1115;5;20050323;572;1732;3437
30988;127;5;20050323;916;397;1310
30989;927;5;20050323;1210;1573;2366
30990;15;5;20050323;684;863;1331
30991;361;5;20050323;160;702;1903
30992;3285;18;20050323;742;246;7469
30993;3054;5;20050330;250;676;4407
30994;2008;18;20050330;1721;1078;6093
30995;1722;4;20050323;46;348;2847
30996;1384;1;20050323;677;215;7193
30997;4305;6;20050323;1856;678;12916
30998;15;4;20050323;970;1175;725
30999;989;4;20050323;1235;1836;3349
31000;2730;4;20050323;55;67;2220
31001;2629;4;20050323;524;1684;2302
31002;81;6;20050323;1466;1203;13534
31003;939;4;20050323;1728;216;7684
31004;4306;16;20050323;1100;420;5723
31005;1830;4;20050323;76;1698;8102
31006;2077;4;20050323;0;0;1396
31007;380;4;20050323;1678;963;2385
31008;15;4;20050323;1575;925;218
31009;1065;4;20050323;616;315;1500
31010;2629;4;20050323;1830;757;1511
31011;2108;4;20050323;1047;1376;3747
31012;15;8;20050323;880;1177;1815
31013;4307;10;20050323;432;1767;6750
31014;1428;8;20050323;932;835;7136
31015;1916;8;20050323;251;1110;1876
31016;1722;1;20050331;919;1163;6795
31017;61;1;20050331;63;967;3213
31018;15;1;20050331;1579;375;738
31019;19;3;20050331;1325;1702;3310
31020;15;1;20050331;227;594;2465
31021;1683;1;20050331;1949;1879;9512
31022;1570;1;20050331;73;406;1408
31023;15;1;20050331;1160;1655;1286
31024;4275;1;20050331;1925;1848;20829
31025;2794;1;20050331;1676;35;3974
31026;763;1;20050331;1107;418;7520
31027;1311;1;20050331;590;1107;4782
31028;43;3;20050331;976;935;5496
31029;1372;1;20050331;1897;122;2933
31030;2230;1;20050331;172;1140;10464
31031;4308;1;20050331;696;969;14376
31032;890;1;20050331;1972;437;9745
31033;956;1;20050331;544;721;2337
31034;3362;3;20050331;1238;1758;11670
31035;2000;20;20050406;1713;34;14296
31036;4279;1;20050406;1094;471;3721
31037;15;1;20050406;1631;897;1944
31038;2000;1;20050406;127;1480;5200
31039;4311;3;20050331;1697;293;3884
31040;15;1;20050331;1271;986;5689
31041;2000;1;20050406;208;1037;10389
31042;15;1;20050406;356;852;1403
31043;2000;1;20050406;620;38;2026
31044;2000;1;20050406;343;1204;1459
31045;15;1;20050501;1411;1002;2006
31046;15;1;20050404;845;923;1589
31047;2794;1;20050406;1199;1903;4326
31048;2000;1;20050406;77;123;10056
31049;3158;1;20050406;1491;1370;7013
31050;2000;1;20050406;186;66;2334
31051;4257;1;20050406;613;104;3622
31052;3054;11;20050406;943;1508;6769
31053;4314;1;20050331;743;1847;2754
31054;2000;1;20050331;497;822;1484
31055;4188;18;20050405;1687;737;2335
31056;2000;1;20050406;557;1902;6382
31057;2000;1;20050406;249;497;881
31058;4313;1;20050406;233;1557;5449
31059;2000;1;20050406;976;1747;2843
31060;2000;1;20050406;1546;1610;4170
31061;15;1;20050406;984;149;3698
31062;4257;1;20050406;854;442;3549
31063;2000;1;20050406;1257;1137;2410
31064;2000;1;20050406;1032;656;2110
31065;15;3;20050406;1171;991;1370
31066;4211;2;20050331;1541;1908;33583
31067;1357;3;20050331;1242;94;1389
31068;14;1;20050331;1241;549;13144
31069;903;3;20050331;1488;188;2792
31070;1440;3;20050331;1695;1851;3688
31071;52;3;20050331;966;1272;6532
31072;43;3;20050331;131;862;2922
31073;808;3;20050331;234;1320;10581
31074;2548;3;20050331;1386;1288;13707
31075;2790;22;20050331;412;1340;2337
31076;2734;1;20050331;1148;1454;8911
31077;19;3;20050331;917;125;2211
31078;4315;3;20050331;755;99;9255
31079;108;3;20050331;234;1820;5250
31080;986;3;20050331;1372;1996;7494
31081;1372;3;20050331;682;953;6635
31082;1139;3;20050331;578;1420;11229
31083;15;3;20050331;1430;1715;2099
31084;2798;22;20050331;1069;1285;8211
31085;15;3;20050331;1337;23;2895
31086;15;3;20050331;1842;314;1720
31087;15;3;20050331;498;1066;1069
31088;2203;3;20050331;62;979;5347
31089;15;3;20050331;504;975;1027
31090;15;3;20050331;822;1919;1537
31091;15;3;20050331;1149;772;541
31092;15;3;20050406;507;1161;1564
31093;15;3;20050406;387;1339;3499
31094;2000;11;20050406;168;36;1098
31095;684;5;20050331;1333;669;2876
31096;786;5;20050331;1882;1489;12964
31097;927;5;20050331;8;1905;4528
31098;15;5;20050331;1461;480;852
31099;4317;5;20050331;1553;393;16451
31100;3028;5;20050331;1964;470;3489
31101;361;5;20050331;0;26;1587
31102;15;5;20050331;1782;241;2095
31103;15;5;20050331;706;1257;921
31104;4190;1;20050331;1556;620;8538
31105;377;5;20050331;0;0;5642
31106;81;5;20050331;1146;1188;12953
31107;2000;5;20050406;506;1373;2235
31108;1336;1;20050331;1913;1906;2992
31109;161;4;20050331;610;325;8775
31110;939;25;20050331;290;1604;2551
31111;694;4;20050331;175;773;2237
31112;2617;4;20050331;1526;504;2203
31113;1384;4;20050331;0;0;3061
31114;15;4;20050331;1429;139;707
31115;472;6;20050331;935;1486;6368
31116;2125;4;20050331;1480;147;2389
31117;4319;1;20050331;1467;67;11093
31118;1219;4;20050331;614;1293;5467
31119;2563;4;20050331;1888;660;1527
31120;15;4;20050331;1695;668;179
31121;4320;4;20050331;503;1938;3428
31122;26;16;20050331;248;1302;5885
31123;15;4;20050331;417;725;2494
31124;15;4;20050331;808;1257;1356
31125;15;4;20050331;1652;1149;1335
31126;15;4;20050331;987;397;1894
31127;1336;6;20050331;1569;798;7583
31128;2108;4;20050331;850;1114;4082
31129;15;11;20050401;1551;1064;5865
31130;15;8;20050331;1443;1931;1903
31131;3567;8;20050331;797;471;5188
31132;1777;8;20050331;1899;397;3479
31133;3037;8;20050331;833;1652;3136
31134;186;1;20050406;394;1416;4079
31135;2794;1;20050406;509;1853;4629
31136;1468;2;20050406;1171;1875;5681
31137;644;1;20050406;311;1274;6015
31138;835;1;20050406;1553;138;11941
31139;2797;1;20050406;1883;25;7280
31140;1890;1;20050406;762;1261;11013
31141;1722;1;20050406;1927;414;5700
31142;4321;1;20050406;342;1012;6023
31143;2258;1;20050406;32;277;2517
31144;4322;1;20050406;972;991;5594
31145;260;9;20050406;1128;220;5042
31146;4323;1;20050406;1403;1638;1810
31147;61;1;20050406;1988;1993;2519
31148;4324;1;20050406;1201;1396;2311
31149;3062;1;20050406;911;87;1634
31150;956;1;20050406;258;428;1329
31151;1311;1;20050406;341;465;9031
31152;61;1;20050406;755;883;7468
31153;1683;1;20050406;1943;1466;3282
31154;1372;1;20050406;545;542;2966
31155;1978;1;20050406;1469;416;7956
31156;176;1;20050406;808;1638;2948
31157;2000;3;20050413;114;1289;2180
31158;2000;1;20050413;1351;1692;5988
31159;3596;1;20050413;407;107;5574
31160;2000;1;20050413;1319;1347;5305
31161;2000;1;20050413;554;689;3339
31162;2960;1;20050413;1216;1763;2758
31163;2000;1;20050413;631;350;6567
31164;15;1;20050412;1386;35;3780
31165;2000;1;20050406;764;1424;2068
31166;4188;1;20050408;1759;838;5401
31167;4188;9;20050413;1337;1957;4986
31168;2000;3;20050413;279;1538;3467
31169;3158;1;20050413;477;1085;3185
31170;15;1;20050413;1470;240;3016
31171;15;1;20050413;1242;1211;3327
31172;2000;1;20050413;1337;1259;2589
31173;2000;1;20050413;1070;1438;6591
31174;2000;1;20050413;340;626;5891
31175;2000;1;20050413;998;956;2592
31176;1759;1;20050413;950;299;5680
31177;2000;1;20050413;1723;1318;1299
31178;3109;1;20050412;1189;1272;13605
31179;15;1;20050412;1641;591;4727
31180;2000;1;20050413;1763;1449;7650
31181;3502;1;20050413;1756;1699;9212
31182;2000;1;20050413;1888;1305;2590
31183;2000;1;20050413;849;415;5411
31184;4120;2;20050406;0;0;16793
31185;1142;2;20050406;1162;449;12163
31186;24;2;20050406;1808;1032;2914
31187;903;3;20050406;1179;1472;846
31188;19;3;20050406;1642;928;7901
31189;4326;3;20050406;1509;1324;2893
31190;2477;3;20050406;1468;1304;6211
31191;2548;3;20050406;1176;1483;3478
31192;920;3;20050406;413;1267;11507
31193;986;3;20050406;610;1675;3672
31194;263;3;20050406;1001;1191;3829
31195;15;3;20050406;540;1507;3062
31196;14;3;20050406;220;521;8596
31197;4065;3;20050406;0;0;8101
31198;1357;3;20050406;878;1903;3755
31199;1357;3;20050406;733;448;6601
31200;15;3;20050406;966;726;1452
31201;1440;3;20050406;191;1080;4321
31202;2798;3;20050406;595;322;8295
31203;15;3;20050406;1844;1310;1924
31204;15;3;20050406;140;883;1995
31205;15;3;20050406;282;1680;1255
31206;15;3;20050406;1949;1319;2054
31207;15;3;20050406;1333;31;1227
31208;15;3;20050406;1130;1490;399
31209;15;3;20050406;338;670;1027
31210;1372;3;20050406;1929;1010;5405
31211;2000;3;20050413;1808;1452;2573
31212;2000;1;20050413;255;1863;1729
31213;2000;3;20050413;505;1680;4252
31214;2000;8;20050413;845;762;3806
31215;2000;3;20050413;1408;1739;7201
31216;2000;3;20050413;1148;1529;4743
31217;1269;5;20050406;317;113;8431
31218;1269;5;20050406;1268;604;8026
31219;80;5;20050406;641;1871;2793
31220;4327;5;20050406;504;1748;8284
31221;1269;5;20050406;1514;70;2349
31222;2461;5;20050406;154;414;8686
31223;2251;24;20050406;1958;402;7364
31224;15;5;20050406;1911;1952;2005
31225;15;5;20050406;1958;1557;321
31226;4329;5;20050406;367;1310;3764
31227;1061;5;20050406;1909;2000;1216
31228;361;5;20050406;1031;193;1641
31229;4190;5;20050406;174;289;1595
31230;786;5;20050406;1405;877;7133
31231;15;5;20050413;1602;518;3901
31232;2000;5;20050413;643;1232;2917
31233;2000;5;20050413;793;353;534
31234;4330;14;20050406;1529;402;15212
31235;1306;4;20050406;1354;1809;2835
31236;1384;19;20050406;1051;1112;8288
31237;15;14;20050406;1198;703;16153
31238;4331;4;20050406;954;910;3137
31239;4332;16;20050406;526;1215;2040
31240;15;4;20050406;1004;1491;803
31241;29;4;20050406;1286;1257;2258
31242;4225;4;20050406;787;1126;2335
31243;1830;4;20050406;1817;124;1720
31244;15;4;20050406;1345;1764;211
31245;1385;4;20050406;1091;352;5227
31246;4333;4;20050406;329;620;5288
31247;594;4;20050406;282;1815;1894
31248;3763;1;20050406;1631;1792;6010
31249;2442;4;20050406;180;540;1417
31250;380;4;20050406;74;1728;2335
31251;4334;4;20050406;1084;366;2026
31252;161;6;20050406;1711;656;6891
31253;2583;4;20050406;562;1284;1679
31254;2108;4;20050406;1109;698;4131
31255;3567;1;20050406;953;778;6883
31256;1522;8;20050406;1588;430;5783
31257;2000;8;20050413;205;1255;2649
31258;48;1;20050414;1061;956;6370
31259;61;1;20050414;839;1412;3794
31260;15;1;20050414;1899;1585;883
31261;15;1;20050414;466;1460;1829
31262;2794;1;20050414;1190;892;1587
31263;15;1;20050414;111;1532;673
31264;1722;1;20050414;703;1137;1486
31265;15;1;20050414;780;1940;802
31266;644;1;20050414;1825;1031;8827
31267;3062;1;20050414;101;1417;2658
31268;4310;1;20050414;1519;1499;6083
31269;920;1;20050414;1412;775;2333
31270;1372;3;20050414;1762;1697;6508
31271;4336;33;20050414;300;883;15538
31272;35;1;20050414;1154;311;4627
31273;644;1;20050414;1179;1410;4111
31274;3794;1;20050414;1245;1174;4965
31275;39;1;20050414;490;756;5923
31276;4158;1;20050414;136;1899;10180
31277;43;1;20050414;1025;782;11219
31278;2579;1;20050414;859;835;4485
31279;2797;1;20050414;60;1219;7945
31280;140;1;20050414;1724;562;10197
31281;145;1;20050414;217;860;2590
31282;2579;1;20050414;208;28;2591
31283;3373;1;20050414;157;46;9777
31284;2664;1;20050414;1541;471;3350
31285;154;1;20050414;294;1310;7358
31286;1722;1;20050414;337;1488;6388
31287;34;1;20050414;1934;987;2209
31288;3158;1;20050420;955;582;2758
31289;2000;1;20050420;270;1717;3912
31290;2000;3;20050420;806;214;2934
31291;4338;1;20050420;1620;143;72582
31292;2000;1;20050420;606;921;3078
31293;2000;1;20050420;1037;1680;3050
31294;15;1;20050420;20;212;7155
31295;4341;1;20050420;369;519;14314
31296;2000;1;20050420;1120;532;3616
31297;4188;1;20050419;513;1996;2272
31298;4188;1;20050415;1319;113;6210
31299;4188;1;20050414;832;357;1494
31300;2000;1;20050420;483;1234;3657
31301;2000;1;20050420;1150;1973;2089
31302;2000;1;20050420;114;694;1863
31303;2000;1;20050420;1604;1667;3403
31304;2000;1;20050420;499;747;4719
31305;2000;1;20050420;1979;1473;4790
31306;4188;1;20050419;369;650;2403
31307;15;1;20050420;394;368;3013
31308;4202;2;20050414;617;1721;33655
31309;4190;2;20050414;771;1373;5262
31310;4343;3;20050414;565;1246;11082
31311;903;3;20050414;14;1413;1279
31312;14;3;20050414;1610;155;2640
31313;22;3;20050414;1730;568;12823
31314;4345;3;20050414;1291;1895;4066
31315;2477;3;20050414;1819;1077;2091
31316;2797;3;20050414;1184;1831;1653
31317;108;3;20050414;84;1126;2641
31318;263;1;20050414;434;389;9724
31319;2477;3;20050414;1981;1306;4891
31320;15;3;20050414;1826;92;965
31321;15;3;20050414;847;809;1582
31322;41;1;20050414;763;950;12018
31323;829;3;20050414;1820;1118;8050
31324;2477;3;20050414;1423;689;8434
31325;154;3;20050414;825;1589;13401
31326;15;3;20050414;1970;1757;1464
31327;15;3;20050414;1701;1560;2147
31328;15;3;20050414;1892;201;1447
31329;986;3;20050414;1709;265;5820
31330;15;3;20050414;465;1646;770
31331;3028;5;20050414;1754;645;2741
31332;377;5;20050414;696;870;12842
31333;1109;5;20050414;1983;508;5432
31334;361;18;20050414;1511;178;7867
31335;1037;5;20050414;497;670;8903
31336;15;5;20050414;588;1393;2715
31337;4346;5;20050414;623;915;9460
31338;15;5;20050414;1947;1609;1260
31339;2873;5;20050414;95;297;3191
31340;15;5;20050414;23;1341;1265
31341;3028;5;20050414;570;372;2747
31342;361;5;20050414;1633;648;1720
31343;39;5;20050414;1757;528;2513
31344;265;5;20050414;559;364;10523
31345;3771;12;20050414;1373;52;10643
31346;39;5;20050414;182;1027;6774
31347;3687;28;20050414;1697;1964;13888
31348;3684;28;20050414;433;48;8903
31349;2000;5;20050420;566;1248;2479
31350;2000;5;20050420;784;559;1902
31351;2000;18;20050420;546;1396;1508
31352;4347;33;20050414;1675;1192;7458
31353;897;1;20050414;1629;837;13465
31354;941;4;20050414;1594;589;2928
31355;939;4;20050414;121;1835;11639
31356;1448;4;20050414;219;1185;16749
31357;2009;4;20050414;823;755;4671
31358;612;4;20050414;592;1826;4303
31359;4348;4;20050414;1309;1725;9826
31360;1735;4;20050414;864;885;2219
31361;26;4;20050414;1150;387;3275
31362;15;4;20050414;1891;1861;683
31363;1388;6;20050414;1058;954;3914
31364;4225;4;20050414;1385;1769;3925
31365;15;4;20050414;1516;1138;210
31366;81;4;20050414;1496;722;4615
31367;1722;4;20050414;1840;950;1087
31368;4349;4;20050414;328;1073;1731
31369;886;11;20050414;785;1045;6934
31370;161;4;20050414;617;1446;2339
31371;31;16;20050414;1016;25;5931
31372;380;4;20050414;1751;413;2065
31373;2108;4;20050414;1127;399;4226
31374;15;8;20050414;1468;1704;2722
31375;1916;29;20050414;1903;620;3050
31376;1916;29;20050414;1789;340;3319
31377;1916;29;20050414;1226;1566;3669
31378;1326;8;20050414;1746;1893;2017
31379;81;1;20050421;149;424;6859
31380;176;1;20050421;881;1422;3885
31381;2794;1;20050421;574;1879;5676
31382;4350;1;20050421;147;44;8351
31383;61;6;20050421;229;973;10643
31384;4351;1;20050421;1668;678;1704
31385;2013;1;20050421;763;45;6071
31386;2865;1;20050421;770;529;4266
31387;322;1;20050421;535;270;4994
31388;829;1;20050421;1433;1845;2953
31389;41;1;20050421;1821;1421;2267
31390;4352;1;20050421;43;1281;14103
31391;79;1;20050421;1636;1285;4603
31392;30;1;20050421;1794;545;12263
31393;897;1;20050421;990;1547;8364
31394;835;1;20050421;1461;1698;2130
31395;1722;1;20050421;762;530;1262
31396;61;1;20050421;867;899;8073
31397;890;1;20050421;648;1407;6013
31398;2579;1;20050421;215;1857;1459
31399;3062;1;20050421;1757;1193;1362
31400;79;1;20050421;1574;1653;8704
31401;3079;1;20050421;0;0;5729
31402;15;1;20050421;218;78;772
31403;154;1;20050421;1312;1094;6508
31404;15;1;20050427;1773;1215;9243
31405;4353;4;20050427;921;1187;5617
31406;15;1;20050427;1656;1534;1487
31407;2000;1;20050427;1359;929;4327
31408;2000;3;20050427;1868;1997;2814
31409;2000;1;20050427;17;1175;6713
31410;15;1;20050425;114;1355;6415
31411;15;1;20050425;1888;1042;7292
31412;4354;1;20050425;1071;737;2771
31413;15;1;20050421;927;1237;2197
31414;2008;1;20050427;631;503;7544
31415;2000;4;20050427;527;1343;4989
31416;2000;1;20050427;1493;1332;3607
31417;4188;1;20050422;1832;639;2544
31418;61;1;20050425;1149;1556;3494
31419;2000;1;20050427;178;425;3417
31420;15;1;20050427;1665;88;2705
31421;15;3;20050427;1989;1468;2797
31422;2000;1;20050427;1502;64;2815
31423;2000;1;20050427;1780;1012;1043
31424;15;1;20050427;1317;5;4496
31425;2000;1;20050427;1657;833;3095
31426;2000;1;20050427;513;463;2801
31427;15;1;20050427;1392;850;7863
31428;15;1;20050427;453;1077;1643
31429;1301;2;20050421;1349;1506;40477
31430;1301;2;20050421;672;350;4574
31431;2000;2;20050427;1340;1807;1709
31432;1357;3;20050421;1947;550;791
31433;2842;1;20050421;1622;1416;11205
31434;903;3;20050421;161;1011;1689
31435;12;11;20050421;594;63;17610
31436;2830;3;20050421;1733;1993;3179
31437;1722;3;20050421;1985;668;5801
31438;4355;3;20050421;218;1346;5517
31439;808;3;20050421;1906;1803;6230
31440;4356;11;20050421;318;533;6864
31441;3127;3;20050421;0;1379;7518
31442;3127;1;20050421;463;1233;1037
31443;2203;11;20050421;1902;236;4460
31444;966;3;20050421;15;154;17211
31445;1449;3;20050421;0;0;4441
31446;2477;3;20050421;976;816;7188
31447;1408;3;20050421;36;1856;7441
31448;390;3;20050421;82;1511;6258
31449;4357;3;20050421;427;491;2741
31450;4358;3;20050421;1296;1239;13150
31451;2766;38;20050421;319;1577;7881
31452;986;3;20050421;1032;683;3022
31453;15;3;20050421;1410;1226;1226
31454;4359;3;20050421;126;771;5599
31455;15;3;20050421;609;526;1785
31456;15;3;20050421;164;505;1380
31457;15;3;20050421;1022;1393;1532
31458;43;1;20050421;1173;1444;5397
31459;2000;3;20050427;907;1846;1862
31460;2000;3;20050427;240;16;3541
31461;2000;3;20050427;911;1249;3401
31462;2000;3;20050427;1686;1115;10711
31463;2000;3;20050427;537;1418;2210
31464;2000;3;20050427;360;573;2042
31465;2000;3;20050427;1515;1677;2511
31466;2000;3;20050427;204;1852;2147
31467;15;3;20050427;1063;1547;1928
31468;1728;5;20050421;1864;1932;12138
31469;589;5;20050421;177;1055;2776
31470;3028;5;20050421;81;1262;8597
31471;127;5;20050421;799;1703;14298
31472;684;12;20050421;1039;172;8978
31473;15;5;20050421;1420;1836;1523
31474;15;5;20050421;95;268;1238
31475;361;5;20050421;1734;104;1536
31476;1269;5;20050421;535;409;3691
31477;15;15;20050427;1706;1782;2272
31478;4361;4;20050421;984;1956;10504
31479;15;4;20050421;1115;1172;2431
31480;4362;5;20050421;749;1711;5373
31481;4363;6;20050421;1580;823;6938
31482;612;4;20050421;147;757;9938
31483;29;4;20050421;943;1415;2232
31484;2822;6;20050421;807;1028;2843
31485;15;4;20050421;1458;1611;799
31486;628;4;20050421;1953;1419;2239
31487;3370;4;20050421;1195;836;1753
31488;886;4;20050421;1536;1178;8342
31489;1583;4;20050421;1190;552;4025
31490;15;4;20050421;1592;1560;152
31491;2975;4;20050421;1414;706;4547
31492;4364;1;20050421;716;129;6183
31493;941;4;20050421;1076;1693;2877
31494;380;4;20050421;1511;1317;2359
31495;161;35;20050421;1561;1084;6874
31496;1065;4;20050421;1354;1850;2564
31497;2108;4;20050421;1767;1064;4207
31498;4365;4;20050427;275;1124;3147
31499;15;4;20050427;99;567;2734
31500;15;4;20050427;872;1867;2482
31501;15;4;20050427;1487;1570;3921
31502;2861;8;20050421;72;1211;2511
31503;2709;5;20050421;1835;717;8523
31504;1570;1;20050428;821;1244;3969
31505;2794;1;20050428;632;83;6213
31506;15;1;20050428;513;541;692
31507;15;1;20050428;1513;1537;2071
31508;15;1;20050428;1346;964;970
31509;15;1;20050428;1765;1648;165
31510;1;1;20050428;777;1781;9987
31511;890;1;20050428;1699;427;1782
31512;835;1;20050428;1597;635;1555
31513;763;1;20050428;476;1641;11245
31514;39;1;20050428;554;1158;3182
31515;48;3;20050428;1149;53;1521
31516;31;1;20050428;491;1334;10312
31517;2968;1;20050428;363;1933;9324
31518;52;1;20050428;778;984;3385
31519;39;1;20050428;306;1057;10952
31520;1311;1;20050428;56;199;2642
31521;3062;1;20050428;1798;1205;7775
31522;34;1;20050428;1673;489;3264
31523;4;1;20050428;641;26;5368
31524;1837;1;20050428;1158;701;1760
31525;154;1;20050428;768;185;2229
31526;30;1;20050428;1810;1079;1704
31527;139;1;20050428;1353;911;3433
31528;4256;1;20050428;1603;795;12202
31529;2013;1;20050428;747;366;7517
31530;956;1;20050428;241;434;12886
31531;2000;3;20050504;1500;1212;2136
31532;2000;1;20050504;229;655;1671
31533;2000;1;20050504;898;1325;4003
31534;2000;1;20050504;1886;184;6981
31535;4188;1;20050502;393;277;3951
31536;4366;1;20050502;1975;1054;4966
31537;2000;1;20050502;936;1027;4123
31538;1752;1;20050502;1907;1857;8176
31539;2000;1;20050504;769;752;2221
31540;2000;1;20050504;529;702;1785
31541;4366;1;20050504;1151;1072;4720
31542;2000;1;20050504;534;369;2861
31543;2000;1;20050504;74;1352;2743
31544;2000;1;20050504;1635;925;1845
31545;4188;1;20050429;403;82;4047
31546;2000;3;20050502;430;1306;4008
31547;52;1;20050504;195;343;3639
31548;61;1;20050504;987;897;4279
31549;2000;1;20050504;505;1591;2763
31550;2000;1;20050504;566;1848;3383
31551;2000;1;20050504;353;743;3775
31552;3217;1;20050504;1864;297;3147
31553;2000;1;20050504;228;35;1539
31554;4367;2;20050428;0;1148;39643
31555;2000;3;20050428;700;1558;992
31556;4368;3;20050428;453;492;10921
31557;41;3;20050428;278;964;878
31558;263;3;20050428;1170;320;1627
31559;4369;3;20050428;147;392;11580
31560;41;3;20050428;525;1517;3532
31561;4370;3;20050428;687;1780;9148
31562;3435;3;20050428;1694;990;9316
31563;201;3;20050428;1926;301;6894
31564;2477;3;20050428;1732;950;3394
31565;19;3;20050428;1410;1475;7307
31566;808;3;20050428;1224;1907;12245
31567;2529;3;20050428;1718;1407;8647
31568;15;3;20050428;1673;152;1295
31569;15;3;20050428;1262;1632;1344
31570;4371;3;20050428;1710;343;5229
31571;15;3;20050428;918;649;912
31572;15;3;20050428;1932;354;1638
31573;15;3;20050428;1502;756;935
31574;14;3;20050428;461;656;5989
31575;15;3;20050428;1851;307;1089
31576;15;3;20050428;341;276;1148
31577;15;3;20050428;1920;480;1015
31578;4372;22;20050428;632;404;6404
31579;1260;3;20050428;360;1724;7168
31580;15;3;20050504;1255;901;1199
31581;2000;3;20050504;876;1908;2265
31582;2000;3;20050504;1554;336;2395
31583;2000;11;20050504;303;838;1522
31584;2000;3;20050504;502;746;2696
31585;2000;3;20050504;1854;1834;2260
31586;2000;3;20050504;206;617;1541
31587;2000;1;20050502;1296;1472;3130
31588;1167;5;20050428;650;1264;13280
31589;354;5;20050428;1600;579;7061
31590;4374;5;20050428;1215;467;2143
31591;1037;5;20050428;1861;39;3436
31592;4375;5;20050428;1792;996;8464
31593;1455;20;20050428;201;1914;6220
31594;265;3;20050428;890;377;3354
31595;15;5;20050428;1424;1173;1683
31596;927;5;20050428;1037;1930;2628
31597;361;5;20050428;344;388;1369
31598;15;5;20050428;5;391;1514
31599;133;2;20050428;1943;1878;7479
31600;4366;5;20050428;745;1695;3542
31601;2000;5;20050504;803;1523;2607
31602;2014;4;20050428;866;1740;12764
31603;161;4;20050428;410;481;1411
31604;1735;4;20050428;1095;400;4034
31605;4194;1;20050428;1501;1928;8842
31606;4376;4;20050428;839;454;15570
31607;835;1;20050428;1706;767;5555
31608;1306;1;20050428;1585;1040;7651
31609;2125;12;20050428;325;986;7116
31610;4377;14;20050428;410;213;7858
31611;4378;4;20050428;314;1783;2957
31612;4379;4;20050428;1090;1489;2940
31613;15;4;20050428;1426;1957;630
31614;26;4;20050428;989;1389;2307
31615;2617;4;20050428;1864;1101;2296
31616;4380;4;20050428;15;1741;3028
31617;703;4;20050428;1818;1864;2183
31618;380;4;20050428;76;384;2412
31619;1830;4;20050428;1773;1819;3119
31620;2108;4;20050428;1863;1116;4271
31621;2273;5;20050428;1425;1993;9803
31622;15;8;20050428;0;847;2654
31623;4381;5;20050428;1071;1858;5452
31624;1916;8;20050428;105;195;3233
31625;1086;6;20050504;1091;465;18428
31626;15;1;20050504;440;281;2079
31627;15;1;20050504;1214;266;770
31628;763;1;20050504;881;1840;7373
31629;15;1;20050504;767;1845;856
31630;15;1;20050504;333;1034;646
31631;15;4;20050504;1146;1750;10495
31632;4382;1;20050504;73;1465;4636
31633;3109;1;20050504;808;1247;3465
31634;2230;1;20050504;220;1917;8410
31635;4383;1;20050504;1320;1337;10823
31636;329;1;20050504;1030;481;12372
31637;3373;1;20050504;1561;1408;7444
31638;4384;1;20050504;1778;113;3726
31639;48;1;20050504;1155;1052;6088
31640;322;1;20050504;943;723;10260
31641;35;1;20050504;1350;243;5792
31642;886;1;20050504;68;950;3469
31643;890;1;20050504;444;1677;8523
31644;308;1;20050504;589;188;2424
31645;4385;1;20050504;419;1927;7402
31646;84;1;20050504;348;986;12678
31647;3036;1;20050504;1205;1595;1559
31648;30;1;20050504;1734;1454;1518
31649;1311;1;20050504;1223;595;1441
31650;1759;1;20050511;1285;1234;7707
31651;15;1;20050511;1586;210;4986
31652;3054;1;20050511;895;1571;4611
31653;2000;1;20050511;378;592;2894
31654;15;1;20050511;1373;332;2170
31655;2000;1;20050511;1479;869;2357
31656;15;3;20050511;934;1711;5486
31657;2000;1;20050511;1941;1290;3000
31658;4188;11;20050511;1470;269;11898
31659;15;1;20050511;1108;442;7280
31660;15;1;20050511;1307;512;7097
31661;15;1;20050511;656;615;4103
31662;15;1;20050511;920;241;2702
31663;2000;1;20050511;711;248;3430
31664;2000;1;20050511;747;262;2903
31665;15;1;20050511;1926;1346;5369
31666;15;1;20050511;1371;601;5283
